url,title,description,price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
-	Sổ đỏ chính chủ sang tên ngay cho khách thiện chí, giá bán 3 tỷ 300 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem nhà đẹp Lĩnh Nam nhé.","3,3 tỷ",30 m2,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13577132,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
https://alonhadat.com.vn/ban-nha-nam-du-hoang-mai-4-tang-5-ngu-ve-o-ngay-46-m2-3-ty-650-13566367.html,"Bán nhà Nam Dư, Hoàng Mai, 4 tầng 5 ngủ về ở ngay 46 m2, 3 tỷ 650","-	Vị trí đẹp cách ô tô tránh chỉ có 60m của phố Nam Dư, phường Lĩnh Nam, quận Hoàng Mai. Trước nhà ba gác tránh xe máy, khu vực phát triển từng ngày, trường chợ đều trong bán kính gần.
-	Phố Nam Dư cắt ngang đường Lĩnh Nam, trải dài thông sang Ngũ Nhạc, hàng quán buôn bán tập nập ngày đêm, tiện ích xung quanh chả thiếu thứ gì, dân cư tập trung đông, nhu cầu nhà ở lớn, khách mua căn này không ở cũng có thể cho thuê theo từng phòng.
-	Nhà có thiết kế 4 tầng 5 phòng ngủ rộng, trước nhà có sân rộng để xe máy, chủ tự xây nên vô cùng chắc chắn, diện tích rộng nên ở rất sướng, nội thất được thiết kế đồng bộ nhìn rất đẹp mắt.
-	Sổ đỏ chính chủ vuông đẹp sang tên ngay, giá bán 3 tỷ 650 (có thương lượng), miễn trung gian và môi giới ngoài. Khu vực hiếm nhà nào có diện tích rộng mà giá cả hợp lý thế này.
-	Liên hệ: em Việt để xem ngay nhà đẹp phố Nam Dư nhé.","3,65 tỷ",46 m2,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13566367,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,5,---
https://alonhadat.com.vn/ban-dat-vinh-hung-hoang-mai-tang-nha-cap-4-o-to-do-cua-ngo-thong-47-m2-4-ty-13573379.html,"Bán đất Vĩnh Hưng, Hoàng Mai, tặng nhà cấp 4, ô tô đỗ cửa, ngõ thông 47 m2, 4 tỷ","-	Vị trí nhà nằm trong ngõ thông ô tô tránh của đường Vĩnh Hưng, phường Vĩnh Hưng, quận Hoàng Mai. Trước nhà rất thoáng, ô tô 16 chỗ đỗ được ở cửa, diện tích rộng ở rất sướng.
-	Khu vực Vĩnh Hưng tập trung đông dân cư, khu vực phát triển từng ngày, tiện ích các thứ vây xung quanh, trường học các cấp, chợ đều trong bán kính rất gần, sau này trục đường chính Vĩnh Hưng, Lĩnh Nam được mở rộng ra tương lai giá trị nhà đất tăng cao.
-	Hiện tại trên đất đang là nhà cấp 4 cũ, khách mua về có thể sửa sang qua một chút là ở tạm được hoặc có thể cho thuê cũng được vài triệu/ tháng, mảnh đất rộng mà xây lên 5 tầng, mỗi tầng 2 phòng ngủ thì quá tuyệt vời.
-	Sổ đỏ chính chủ luôn sẵn sàng sang tên ngay cho khách thiện chí, giá bán 4 tỷ (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem nhà ngay nhé.",4 tỷ,47 m2,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",13573379,_,---,Cần bán,9m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
https://alonhadat.com.vn/ban-dat-giai-phong-phan-lo-o-to-vao-nha-2-thoang-truoc-sau-106-m2-11-ty-500-13571691.html,"Bán đất Giải Phóng, phân lô ô tô vào nhà, 2 thoáng trước sau 106 m2, 11 tỷ 500","-	Vị trí cực đẹp nằm trong ngõ to, ô tô tránh của đường Giải Phóng, phường Hoàng Liệt, quận Hoàng Mai. Miếng đất phân lô 2 mặt thoáng cực kỳ đẹp, khu vực rất hiếm nhà bán, quý anh chị phải thật nhanh để sở hữu ngay mảnh đất phân lô đẹp của Giải Phóng nhé.
-	Khu vực đường thông hè thoáng, thửa đất nhà mình nằm trong khu vực rất nhiều văn phòng và công ty đang hoạt động tấp nập, chủ đầu tư mua về để xây lên tòa nhà kinh doanh dòng tiền thì quá tuyệt vời.
-	Thửa đất vuông đẹp trước sau như một, cô em làm ăn rất có lộc, nhiều tài sản nên bán bớt để đầu tư sang mảng khác, khu vực toàn văn phòng công ty nên dân trí cao, an ninh vô cùng đảm bảo.
-	Sổ đỏ chính chủ sang tên ngay cho khách thiện chí, giá bán 11 tỷ 500 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem ngay đất đẹp giải phòng nhé.","11,5 tỷ",106 m2,"Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",13571691,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
https://alonhadat.com.vn/ban-dat-linh-nam-hoang-mai-tang-nha-cap-4-moi-toanh-o-to-do-cua-56-m2-4-ty-800-13616066.html,"Bán đất Lĩnh Nam, Hoàng Mai, tặng nhà cấp 4 mới toanh, ô tô đỗ cửa 56 m2, 4 tỷ 800","-	Vị trí đẹp nằm trong ngõ to của đường Lĩnh Nam, phường Lĩnh Nam, quận Hoàng Mai. Mặt tiền rộng rãi, rất phù hợp xây chung cư mini, ngõ to thông tứ tung, xung quanh ao hồ nên không khí mát mẻ quanh năm.
-	Tổ hợp Lĩnh Nam – Vĩnh Hưng tương lai gần được mở rộng trục đường chính, 2 khu vực này tập trung rất đông dân cư, nhu cầu nhà ở lớn, thửa đất này mà xây lên tòa chung cư cho thuê thì phút mốt là kín phòng, khách xây lên nhà để ở cũng tuyệt vời, khu vực yên tĩnh mát mẻ đáng sống.
-	Hiện trạng đang là nhà cấp 4 khách mua về xong chưa xây ngay thì cho thuê cũng được vài triệu/tháng, vị trí đẹp ô tô đỗ cửa thế này cũng rất phù hợp cho việc kinh doanh online hoặc buôn bán gì đó, trong khu vực này hiếm có mảnh đất nào đẹp như này.
-	Sổ đỏ chính chủ vuông đẹp sang tên ngay cho khách thiện chí, giá bán 4 tỷ 800 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem đất đẹp Lĩnh Nam nhé.","4,8 tỷ",56 m2,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13616066,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,1,---,---,1,---
https://alonhadat.com.vn/ban-nha-linh-nam-hoang-mai-cach-o-to-15m-thoang-truoc-sau-36-m2-3-ty-500-13615955.html,"Bán nhà Lĩnh Nam, Hoàng Mai, cách ô tô 15m, thoáng trước sau 36 m2, 3 tỷ 500","-	Vị trí nhà đẹp nằm trong ngõ to ô tô tránh của đường Lĩnh Nam, phường Lĩnh Nam, quận Hoàng Mai. Nhà cách ô tô tránh chỉ có 15m, gần chợ lòng thuyền, gần trường tiểu học Lĩnh Nam, ngõ thông sang phố Nam Dư, thuận tiện di chuyển sang khu dân cư Tây Trà và Gamuda.
-	Tuyến đường Lĩnh Nam trải dài, kết nối với đường Vĩnh Hưng là 2 khu vực tập trung đông dân cư nhất của quận Hoàng Mai, tiện ích xung quanh phát triển mạnh chả thiếu thứ gì, mua nhà ở đây tiện lợi đủ thứ, trường học và chợ lại rất gần, chọn nơi đây là nơi an cư lập nghiệp là quá chuẩn.
-	Nhà có thiết kế 4 tầng 4 ngủ đầy đủ công năng, nhà vẫn còn như mới khách mua về thích đẹp chỉ vài thùng sơn là lại long lanh, trước nhà có sân chung để xe máy vô cùng thoáng đãng.
-	Sổ đỏ chính chủ sang tên ngay cho khách thiện chí, giá bán 3 tỷ 500 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem nhà đẹp Lĩnh Nam nhé.","3,5 tỷ",36 m2,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13615955,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
https://alonhadat.com.vn/ban-nha-nam-du-hoang-mai-cach-o-to-tranh-50m-gan-pho-gan-cho-2-ty-880-13621064.html,"Bán nhà Nam Dư, Hoàng Mai, cách ô tô tránh 50m, gần phố, gần chợ 2 tỷ 880","-	Vị trí nhà nằm trong ngõ to của phố Nam Dư, Phường Lĩnh Nam, quận Hoàng Mai. Nhà cách ô tô tránh 50m, rất gần phố, ngõ thông đi các ngả, trường học các cấp và chợ đều nằm trong phạm vi gần, giao thông đi lại thuận tiện, khu phố Nam Dư đang phát triển rất mạnh.
-	Phố Nam Dư là nơi tập trung đông dân cư nên tiện ích các thứ rất phát triển, tuyến phố cắt ngang đường Lĩnh Nam cũng là nơi phát triển mạnh, đều là nơi tập trung buôn bán tấp nập ngày đêm, khu vực này là nơi an cư lập nghiệp của rất nhiều gia đình ngoại tỉnh, đúng là đất lành chim đậu.
-	Nhà có thiết kế 4 tầng, nhà chủ tự xây rất tâm huyết, nội thất đẹp hiện đại, đồ gỗ đồng bộ từ trên xuống dưới, công năng sử dụng tối đa, trước nhà có khoảng sân rộng rất thoáng, để xe máy thoải mái, khu vực ngõ yên tĩnh, hàng xóm thân thiện, một nơi rất đáng sống.
-	Sổ đỏ chính chủ cất két sang tên ngay, nhà chủ ở mới có 2 năm rất có lộc, nay muốn bán đi để mua nhà to hơn, giá bán 2 tỷ 880 (có thương lượng), miễn trung gian và môi giới ngoài nhé.
-	Liên hệ: em Việt để xem nhà đẹp phố Nam Dư nhé.","2,88 tỷ",33 m2,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13621064,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,2,---
https://alonhadat.com.vn/ban-nha-nam-du-hoang-mai-o-to-qua-nha-nha-dan-xay-thoang-mat-40-m2-3-ty-600-13621279.html,"Bán nhà Nam Dư, Hoàng Mai, ô tô qua nhà, nhà dân xây, thoáng mát 40 m2, 3 tỷ 600","-	Vị trí nhà nằm trong ngõ thoáng, sạch sẽ của phố Nam Dư, phường Lĩnh Nam, quận Hoàng Mai. Ngõ thông ô tô qua nhà, khu vực ngõ văn minh, sạch sẽ, hàng xóm thân thiện, không ở đây thì ở đâu ạ.
-	Khu phố Nam Dư tập trung đông dân cư, tiện ích xung quanh không thiếu thứ gì, phố Nam Dư buôn bán tập nập ngày đêm, khu vực quy hoạch ổn định, thời điểm này là thời điểm vàng để mua nhà an cư lập nghiệp.
-	Nhà có thiết kế 4 tầng 4 ngủ, gia chủ tự xây vô cùng tâm huyết, phòng nào cũng có cửa sổ tràn ngập ánh nắng tự nhiên, xung quanh hàng xóm thân thiện, đường ngõ lúc nào cũng sạch sẽ, thoáng mát.
-	Sổ đỏ chính chủ sang tên ngay, giá bán 3 tỷ 600 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem ngay nhà đẹp phố Nam Dư nhé.","3,6 tỷ",40 m2,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13621279,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
https://alonhadat.com.vn/ban-dat-hung-phuc-yen-so-tang-nha-cap-4-moi-tinh-o-to-qua-nha-43-m2-3-ty-200-13627032.html,"Bán đất Hưng Phúc, Yên Sở, tặng nhà cấp 4 mới tinh, ô tô qua nhà 43 m2, 3 tỷ 200","-	Vị trí nhà đẹp nằm trong ngõ to của phố Hưng Phúc, phường Yên Sở, quận Hoàng Mai. Nhà nằm mặt ngõ to ô tô qua nhà, ngõ thông, gần phố, sát đường vành đai 3, giao thông đi lại vô cùng thuận tiện.
-	Khu phố Hưng Phúc rất hiếm nhà bán, dân cư nơi đất rất hiền lành và thân thiện, cách khu nhà ở không xa là khu tái định cư X2A to đẹp, có trường mầm non và trường cấp 1 đã đi vào hoạt động, chợ cóc rất gần nhà, tiện ích xung quanh chả thiếu thứ gì.
-	Hiện trạng đang là nhà cấp 4 vẫn còn rất mới, khách mua xong có thể về ở tạm, hoặc không ở thì vẫn có thể cho thuê, nhà ở cũng gần công viên Yên Sở tiện cho việc đi tập thể dục và buổi sáng và chiều tối, gần nhà có bãi gửi xe ô tô rất tiện giá gửi chưa đến 1 triệu/tháng.
-	Sổ đỏ chính chủ vuông đẹp sang tên ngay, giá bán 3 tỷ 200 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Lien hệ: em việt chuyên nhà đất thổ cư Hà Nội để xem ngay đất đẹp phố Hưng Phúc nhé.","3,2 tỷ",43 m2,"Phố Hưng Phúc, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",13627032,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,1,---,---,1,---
https://alonhadat.com.vn/ban-dat-hung-phuc-yen-so-tang-2-phong-tro-dang-cho-thue-51-m2-2-ty-450-13627022.html,"Bán đất Hưng Phúc, Yên Sở, tặng 2 phòng trọ đang cho thuê 51 m2, 2 tỷ 450","-	Vị trí nhà rất gần phố Hưng Phúc, phường Yên Sở, quận Hoàng Mai. Chỉ vài bước chân là ra mặt phố Hưng Phúc, trường cấp 1 và trường mầm non đều rất gần, mặt phố Hưng Phúc buôn bán tấp nập ngày đêm, tiện ích xung quanh chả thiếu thứ gì, chỉ vài phút là ra đường Vành Đai 3.
-	Khu vực hiếm nhà bán, vị trí quá đẹp, cách đó không xa là công viên Yên Sở rất tiện cho việc đi tập thể dục, chỉ vài phút là ra mặt đường vành đai 3, kết nối trục đường Tam Trinh, di chuyển đi các ngả đều rất thuận tiện.
-	Hiện trạng trên mảnh đất rộng là 2 phòng trọ khép kín đang cho thuê, khách mua về chưa xây nhà ngay có thể cho thuê tiếp, còn xác định xây lên để ở thì quá tuyệt vời, khu vực yên tĩnh, dân cư hàng xóm thân thiện, một nơi đáng để sống.
-	Sổ đỏ chính chủ vuông đẹp sang tên ngay cho khách thiện chí, giá bán 2 tỷ 450 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem ngay nhà đất phố Hưng Phúc nhé.","2,45 tỷ",51 m2,"Phố Hưng Phúc, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",13627022,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1,---,---,1,---
https://alonhadat.com.vn/ban-dat-linh-nam-hoang-mai-phan-lo-via-he-kinh-doanh-van-phong-66-m2-9-ty-600-13634897.html,"Bán đất Lĩnh Nam, Hoàng Mai, phân lô vỉa hè, kinh doanh, văn phòng 66 m2, 9 tỷ 600","-	Vị trí nhà đẹp nằm trong khu phân lô tái định cư của phố Lĩnh Nam, phường Lĩnh Nam, quận Hoàng Mai. Khu vực đã hoàn thiện hết hạ tầng đô thị, gần trường, tiện chợ, tiện ích đầy đủ chả thiếu thứ gì.
-	Khu vực phân lô hiếm nhà bán, đường nội khu to như phố, ô tô chạy vòng quanh, có vỉa hè tương đối rộng, khách mua đầu tư hoặc xây lên tòa nhà văn phòng thì quá đỉnh, nhà nằm lô góc 3 thoáng quá tuyệt vời.
-	Hiện trạng đang là nhà cấp 4 vẫn có thể ở tạm thoải mái, khách mua về chưa có nhu cầu làm gì vẫn có thể cho thuê giữ đất, xung quanh khu phân lô buôn bán sầm uất, cách đó có hồ câu cá nên không khí điều hòa mát mẻ quanh năm.
-	Sổ đỏ chính chủ, phân lô vuông đẹp cho khách thiện chí, giá bán 9 tỷ 600 (có thương lượng), ông bạn nhờ bán để chuyển đổi mục đích kinh doanh, em xin phép không tiếp chuyện các bác môi giới và trung gian ngoài.
-	Liên hệ: em Việt để xem đất đẹp phố Lĩnh Nam nhé.","9,6 tỷ",66 m2,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13634897,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,1,---,---,2,---
https://alonhadat.com.vn/ban-dat-linh-nam-hoang-mai-gan-pho-ngo-thang-tap-phu-hop-xay-ccmn-54-m2-3-ty-750-13634929.html,"Bán đất Lĩnh Nam, Hoàng Mai, gần phố, ngõ thẳng tắp, phù hợp xây CCMN 54 m2, 3 tỷ 750","-	Vị trí đẹp nằm ngay gần chợ đêm Lĩnh Nam, phường Lĩnh Nam, quận Hoàng Mai. Đường vào đất thẳng tắp không lòng vòng, khu vực trường chợ đều gần, tiện ích xung quanh phát triển chả thiếu thứ gì.
-	Phường Lĩnh Nam là một trong những phường tập trung đông dân cư nên nhu cầu nhà ở rất cao, Mảnh đất này quá hợp để xây lên tòa chung cư mini dòng tiền, khu vực này mà cho thuê thì chả mấy chốc mà kín phòng.
-	Hiện trạng đang là đất để không, khách mua về có thể xây dựng ngay, trước nhà là sân rộng nên rất thoáng sáng, chỉ vài bước là ra phố Lĩnh Nam trải dài nối liền vào trục đường Vĩnh Hưng cũng là nơi tập trung dân cư không kém, di chuyển đi lại vô cùng thuận tiện.
-	Sổ đỏ chính chủ full thổ cư, sang tên nhanh cho khách thiện chí, giá bán 3 tỷ 750 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem ngay đất đẹp phố Lĩnh Nam nhé.","3,75 tỷ",54 m2,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",13634929,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
https://alonhadat.com.vn/ban-dat-vinh-hung-hoang-mai-gan-pho-tang-giap-phep-xay-dung-33-m2-2-ty-300-13640120.html,"Bán đất Vĩnh Hưng, Hoàng Mai, gần phố, tặng giấp phép xây dựng 33 m2, 2 tỷ 300","-	Vị trí đất đẹp, cách đường ô tô chỉ 30m của phố Vĩnh Hưng, phường Vĩnh Hưng, quận Hoàng Mai. Vị trí trung tâm của phường Vĩnh Hưng, giao thông đi lại thuận tiện, khu vực phát triển tiện ích bạt ngàn, trường học và chợ đều trong phạm vi rất gần.
-	Khu vực Vĩnh Hưng tập trung đông dân cư, mặt phố Vĩnh Hưng buôn bán tấp nập ngày đêm, vài bước ra phố tiện ích đầy đủ chả thiếu thứ gì, tương lai đường Vĩnh Hưng mở rộng, giá trị bất động sản tăng cao.
-	Hiện trạng là thửa đất vuông đẹp, nằm trong ngõ ba gác, vị trí ngay đầu ngõ, tương lai sau quy hoạch ra mặt đường lớn, nhà đã được cấp phép xây dựng, khách mua về xong xây lên 5 tầng thì quá tuyệt vời.
-	Sổ đỏ chính chủ, nói không với quy hoạch, sang tên nhanh cho khách thiện chí, giá bán 2 tỷ 300 (có thương lượng), miễn trung gian và môi giới ngoài.
-	Liên hệ: em Việt để xem đất đẹp phố Vĩnh Hưng nhé.","2,3 tỷ",33 m2,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",13640120,_,---,Cần bán,2m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
